,profile,phone,profile_type,zip_code,latitude,longitude,gmaps,beer,name,style,style_name,style_genre
8950,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379017,Brett Lite,171,American Wild ALe,Wild/Sour Beers
8951,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336263,Back Street of a Vauxhall,9,Fruit and Field Beer,Specialty Beers
8952,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,252779,E.S.B.,66,English Extra Special/ Strong Bitter (ESB),Pale Ales
8953,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335917,Winter Warmer,47,Winter Warmer,Dark Ales
8954,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336729,Wee Beastie,84,Russian Imperial Stout,Stouts
8955,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362476,Almost Autumn,165,English Strong Ale,Strong Ales
8956,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335910,Old Ardwick,79,English Old Ale,Strong Ales
8957,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335913,Barley Wine,152,British Barleywine,Strong Ales
8958,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379402,Brew Day Barleywine,152,British Barleywine,Strong Ales
8959,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,172443,Lite Wit,89,German Hefeweizen,Wheat Beers
8960,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336261,Choc Search #1,158,American Stout,Stouts
8961,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,243838,Peterloo,101,English Porter,Porters
8962,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335900,Peterloo : Wood Cask,101,English Porter,Porters
8963,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362475,Brewday Pale,154,English Pale Ale,Pale Ales
8964,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379016,Green Hop,154,English Pale Ale,Pale Ales
8965,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379018,Lumière Pale,154,English Pale Ale,Pale Ales
8966,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362474,Bone Dry Porter,159,American Porter,Porters
8967,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,308203,Berks Princess,13,English Stout,Stouts
8968,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336899,Coco Yeti,157,American Imperial Stout,Stouts
8969,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362478,Don't Wear Slippers,157,American Imperial Stout,Stouts
8970,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336477,Morag,157,American Imperial Stout,Stouts
8971,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336460,Salacia Amburana,157,American Imperial Stout,Stouts
8972,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362479,Salacia Barrel Aged,157,American Imperial Stout,Stouts
8973,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,183307,Engels,11,Smoke Beer,Specialty Beers
8974,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335918,Peach Bonnet,48,Belgian Witbier,Wheat Beers
8975,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379017,Brett Lite,171,American Wild ALe,Wild/Sour Beers
8976,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336263,Back Street of a Vauxhall,9,Fruit and Field Beer,Specialty Beers
8977,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,252779,E.S.B.,66,English Extra Special/ Strong Bitter (ESB),Pale Ales
8978,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335917,Winter Warmer,47,Winter Warmer,Dark Ales
8979,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336729,Wee Beastie,84,Russian Imperial Stout,Stouts
8980,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362476,Almost Autumn,165,English Strong Ale,Strong Ales
8981,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335910,Old Ardwick,79,English Old Ale,Strong Ales
8982,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335913,Barley Wine,152,British Barleywine,Strong Ales
8983,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379402,Brew Day Barleywine,152,British Barleywine,Strong Ales
8984,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,172443,Lite Wit,89,German Hefeweizen,Wheat Beers
8985,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336261,Choc Search #1,158,American Stout,Stouts
8986,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,243838,Peterloo,101,English Porter,Porters
8987,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335900,Peterloo : Wood Cask,101,English Porter,Porters
8988,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362475,Brewday Pale,154,English Pale Ale,Pale Ales
8989,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379016,Green Hop,154,English Pale Ale,Pale Ales
8990,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379018,Lumière Pale,154,English Pale Ale,Pale Ales
8991,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362474,Bone Dry Porter,159,American Porter,Porters
8992,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,308203,Berks Princess,13,English Stout,Stouts
8993,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336899,Coco Yeti,157,American Imperial Stout,Stouts
8994,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362478,Don't Wear Slippers,157,American Imperial Stout,Stouts
8995,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336477,Morag,157,American Imperial Stout,Stouts
8996,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336460,Salacia Amburana,157,American Imperial Stout,Stouts
8997,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362479,Salacia Barrel Aged,157,American Imperial Stout,Stouts
8998,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,183307,Engels,11,Smoke Beer,Specialty Beers
8999,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335918,Peach Bonnet,48,Belgian Witbier,Wheat Beers
9000,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379017,Brett Lite,171,American Wild ALe,Wild/Sour Beers
9001,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336263,Back Street of a Vauxhall,9,Fruit and Field Beer,Specialty Beers
9002,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,252779,E.S.B.,66,English Extra Special/ Strong Bitter (ESB),Pale Ales
9003,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335917,Winter Warmer,47,Winter Warmer,Dark Ales
9004,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336729,Wee Beastie,84,Russian Imperial Stout,Stouts
9005,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362476,Almost Autumn,165,English Strong Ale,Strong Ales
9006,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335910,Old Ardwick,79,English Old Ale,Strong Ales
9007,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335913,Barley Wine,152,British Barleywine,Strong Ales
9008,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379402,Brew Day Barleywine,152,British Barleywine,Strong Ales
9009,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,172443,Lite Wit,89,German Hefeweizen,Wheat Beers
9010,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336261,Choc Search #1,158,American Stout,Stouts
9011,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,243838,Peterloo,101,English Porter,Porters
9012,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335900,Peterloo : Wood Cask,101,English Porter,Porters
9013,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362475,Brewday Pale,154,English Pale Ale,Pale Ales
9014,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379016,Green Hop,154,English Pale Ale,Pale Ales
9015,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379018,Lumière Pale,154,English Pale Ale,Pale Ales
9016,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362474,Bone Dry Porter,159,American Porter,Porters
9017,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,308203,Berks Princess,13,English Stout,Stouts
9018,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336899,Coco Yeti,157,American Imperial Stout,Stouts
9019,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362478,Don't Wear Slippers,157,American Imperial Stout,Stouts
9020,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336477,Morag,157,American Imperial Stout,Stouts
9021,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336460,Salacia Amburana,157,American Imperial Stout,Stouts
9022,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362479,Salacia Barrel Aged,157,American Imperial Stout,Stouts
9023,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,183307,Engels,11,Smoke Beer,Specialty Beers
9024,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335918,Peach Bonnet,48,Belgian Witbier,Wheat Beers
9025,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379017,Brett Lite,171,American Wild ALe,Wild/Sour Beers
9026,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336263,Back Street of a Vauxhall,9,Fruit and Field Beer,Specialty Beers
9027,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,252779,E.S.B.,66,English Extra Special/ Strong Bitter (ESB),Pale Ales
9028,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335917,Winter Warmer,47,Winter Warmer,Dark Ales
9029,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336729,Wee Beastie,84,Russian Imperial Stout,Stouts
9030,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362476,Almost Autumn,165,English Strong Ale,Strong Ales
9031,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335910,Old Ardwick,79,English Old Ale,Strong Ales
9032,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335913,Barley Wine,152,British Barleywine,Strong Ales
9033,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379402,Brew Day Barleywine,152,British Barleywine,Strong Ales
9034,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,172443,Lite Wit,89,German Hefeweizen,Wheat Beers
9035,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336261,Choc Search #1,158,American Stout,Stouts
9036,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,243838,Peterloo,101,English Porter,Porters
9037,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335900,Peterloo : Wood Cask,101,English Porter,Porters
9038,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362475,Brewday Pale,154,English Pale Ale,Pale Ales
9039,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379016,Green Hop,154,English Pale Ale,Pale Ales
9040,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379018,Lumière Pale,154,English Pale Ale,Pale Ales
9041,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362474,Bone Dry Porter,159,American Porter,Porters
9042,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,308203,Berks Princess,13,English Stout,Stouts
9043,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336899,Coco Yeti,157,American Imperial Stout,Stouts
9044,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362478,Don't Wear Slippers,157,American Imperial Stout,Stouts
9045,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336477,Morag,157,American Imperial Stout,Stouts
9046,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336460,Salacia Amburana,157,American Imperial Stout,Stouts
9047,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,362479,Salacia Barrel Aged,157,American Imperial Stout,Stouts
9048,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,183307,Engels,11,Smoke Beer,Specialty Beers
9049,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335918,Peach Bonnet,48,Belgian Witbier,Wheat Beers
9050,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,379017,Brett Lite,171,American Wild ALe,Wild/Sour Beers
9051,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,336263,Back Street of a Vauxhall,9,Fruit and Field Beer,Specialty Beers
9052,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,252779,E.S.B.,66,English Extra Special/ Strong Bitter (ESB),Pale Ales
9053,40551,+44 161 434 2549,Brewery,M20 2LW,53.4264053279485,-2.2432746312923904,https://maps.google.com/maps?oi=map&q=226+Burton+Road%2C+Manchester%2C+GB2%2C+UK%2C+M20+2LW,335917,Winter Warmer,47,Winter Warmer,Dark Ales
